_ano_pasta,_doc_path,_filename,data_assinatura,data_publicacao_doe,fonte_recurso,hospital,indicadores_qualidade_count,metas_fisicas_count,numero_aditivo,numero_contrato,objeto,observacoes,oss_gestora,partes.contratada_oss,partes.contratante,partes.secretaria_supervisora,penalidades_count,recursos_humanos_minimos_count,servicos_especialidades_count,tipo_documento,valor_anual,valor_mensal,valor_total,vigencia.data_fim,vigencia.data_inicio,vigencia.duracao_meses,vigencia.prorrogavel
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Janeiro-2025.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Janeiro-2025,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão referente ao mês de janeiro/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pelo Instituto Sócrates Guanaes (ISG)","Relatório de Execução nº 52/2025 SES/CGC/SUPECC-19837. Valor estimado no contrato de gestão: R$ 9.398.843,62 (custeio R$ 7.634.070,56 + Residência Médica R$ 104.260,48 + Servidor Cedido R$ 1.477.312,45 + 8º Apostilamento R$ 183.200,13). Valor mensal estimado custeio: R$ 7.882.112,69. Empenhado no mês: R$ 44.582.320,03. Liquidado no mês: R$ 14.618.141,12. Glosa aplicada: R$ 350.000,00 (valor provisionado para ajuste posterior). Montante pago no mês (custeio): R$ 7.284.070,56. Pagamento DEA (7º Apostilamento - Piso Nacional de Enfermagem referência dez/24): R$ 180.223,62. Total de pagamentos no mês: R$ 7.464.294,48. Vigência do 16º Termo Aditivo: 24/06/2023 a 24/06/2025. 8º Apostilamento SEI nº 70855411. Servidor Cedido referência janeiro/2025: R$ 1.442.642,79. Bolsa de Residentes referência janeiro/2025: R$ 52.229,51. Gratificação de Servidor Estatutário referência janeiro/2025: R$ 7.726,30. Processo nº 202300010061685.",ISG,Instituto Sócrates Guanaes - ISG,Secretaria de Estado da Saúde de Goiás - SES/GO,Secretaria de Estado da Saúde de Goiás - SES/GO,0,0,2,outro,,7634070.56,,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Junho-2025-Excel-1.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Junho-2025-Excel-1,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão referente ao período de Janeiro a Junho/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pelo Instituto Sócrates Guanaes (ISG)","Relatório de Execução nº 393/2025 SES/CGC/SUPECC-19837. Vigência do 16º Termo Aditivo: 24/06/2023 a 24/06/2025. Repasse mensal custeio 16º TA: R$ 7.634.070,56; Residência (Gratificação e Despesa de custeio diverso): R$ 64.842,00. Total pago custeio jan-jun/2025: R$ 44.854.491,61. Glosas aplicadas para ajuste posterior: R$ 400.000,00. Investimento pago: R$ 164.430,00 (aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias - processo 202400010075997, pago em 11/03/2025). Apostilamentos: 8º (SEI 70855411) jan/2025, 9º (SEI 72189225) fev/2025, 10º (SEI 73587660) mar/2025. Servidores cedidos pagos diretamente pelo GGP da SES/GO.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0001-70),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,2,0,3,outro,,7634070.56,45769167.76,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Junho-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Junho-2025-Excel,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão - período Janeiro a Junho/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pelo Instituto Sócrates Guanaes (ISG)","Relatório de Execução nº 393/2025 SES/CGC/SUPECC-19837. 16º Termo Aditivo (SEI nº 64687320) vigência 24/06/2023 a 24/06/2025. 8º Apostilamento (SEI 70855411) 01/2025; 9º Apostilamento (SEI 72189225) 02/2025; 10º Apostilamento (SEI 73587660). Repasse mensal de custeio: R$ 7.634.070,56 + Residência (Gratificação e despesa de custeio diverso) R$ 64.842,00. Total estimado jan-jun/2025: R$ 56.396.377,45. Total liquidado jan-jun/2025 (custeio): R$ 54.839.924,13. Total pago no período: R$ 45.493.737,64. Investimento repassado: R$ 164.430,00 (aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias - processo 202400010075997). Restos a pagar pagos: R$ 205.632,42 (custeio). DEA pagos: R$ 269.183,21. Processo de referência: 202300010061685.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ 03.969.808/0001-70),Secretaria de Estado da Saúde de Goiás - SES/GO (CNPJ 02.529.964/0001-57),Secretaria de Estado da Saúde de Goiás - SES/GO,2,0,0,outro,,7634070.56,56396377.45,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Maio-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Maio-2025-Excel,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão referente ao período de janeiro a abril/maio de 2025 do Hospital Estadual de Doenças Tropicais Dr. Anuar Auad – HDT, gerido pelo Instituto Sócrates Guanaes (ISG).","16º Termo Aditivo (SEI nº 64687320) com vigência 24/06/2023 a 24/06/2025. 8º Apostilamento (SEI nº 71381182) Ref. 01/2025; 9º Apostilamento Ref. 02/2025 (SEI nº 72189225); 10º Apostilamento também referenciado. Previsão de repasse mensal custeio: R$ 7.634.070,56 + Residência (Gratificação e despesa de custeio diverso): R$ 64.842,00. Investimento repassado no período jan-mar/2025: R$ 164.430,00 referente à aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias (Processo 202400010075997). Total de pagamentos no período (jan-mai/2025): R$ 39.449.612,35 (custeio) + R$ 164.430,00 (investimentos). Servidores Cedidos, Bolsa de Residentes e Gratificações de Servidor Estatutário são pagos fora do repasse principal conforme Despacho 2688 (SEI nº 65101374).",ISG,Instituto Sócrates Guanaes – ISG (CNPJ: 03.969.808/0003-31),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,1,0,3,outro,,7698912.56,,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Maio-2025.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Maio-2025,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão referente ao Hospital Estadual de Doenças Tropicais Dr. Anuar Auad - HDT, período janeiro a maio/2025","Relatório de Execução nº 352/2025 SES/CGC/SUPECC-19837. 16º Termo Aditivo vigência 24/06/2023 a 24/06/2025. Apostilamentos: 8º (70855411) jan/25, 9º (72189225) fev/25, 10º (73587660) mar/25. Repasse mensal custeio: R$7.634.070,56 + Residência R$64.842,00. Total pago no período jan-mai/2025: R$39.449.612,35. Investimento: aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias, valor R$164.430,00, pago em 11/03/2025, processo 202400010075997. Servidores cedidos pagos diretamente pelo GGP/SES/GO. Documento assinado por Ludmilla Costa Xavier (Gestor de Contrato) em 11/08/2025, Wagner Assis Rodrigues (Superintendente) em 11/09/2025 e Thalles Paulino de Avila (Superintendente) em 15/09/2025.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0001-70),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,1,0,2,outro,,7634070.56,,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Marco-2025-.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Marco-2025-,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão referente aos meses de Janeiro e Março/2025 do Hospital Estadual de Doenças Tropicais Dr. Anuar Auad - HDT, gerido pelo Instituto Sócrates Guanaes - ISG.","Relatório de Execução nº 191/2025 SES/CGC/SUPECC-19837. Contrato de Gestão nº 091/2012-SES/GO com 16º Termo Aditivo (SEI 64687320), 8º Apostilamento (SEI 70855411) e 9º Apostilamento (SEI 72189225). Vigência do 16º TA: 24/06/2023 a 24/06/2025. Previsão de repasse mensal custeio: R$ 7.634.070,56; Residência (gratificação e despesa custeio diverso): R$ 64.842,00. Total de pagamentos no período (jan-mar/2025): R$ 30.696.570,97. Investimentos no período: R$ 164.430,00 (aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias - processo 202400010075997, pago em 11/03/2025). Servidores cedidos pagos diretamente pelo GGP da SES/GO. Processo nº 202300010061685.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0001-70),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,3,0,0,outro,,7634070.56,,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Marco-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Marco-2025-Excel,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira referente ao Contrato de Gestão nº 091/2012-SES/GO - 16º Termo Aditivo - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pelo Instituto Sócrates Guanaes (ISG), competência janeiro a março/2025.","Relatório de Execução nº 191/2025 SES/CGC/SUPECC-19837. SEI nº 000026779439. 8º Apostilamento (SEI 70855411) ref. 01/2025; 9º Apostilamento (SEI 72189225) ref. 02/2025. Valor Estimado no Contrato de Gestão inclui Custeio R$7.634.070,56 + Residência R$104.260,48 + Servidor Cedido R$1.477.312,45 + Apostilamento Jan/25 R$183.200,13 e Fev/25 R$184.165,13. Total de pagamentos no período: R$30.696.570,97. Investimento: aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias (processo 202400010075997), valor R$164.430,00, pago em 03/11/2025. Repasse DEA: 7º Apostilamento SEI nº 71184256 - Piso Nacional de Enfermagem ref. dez/2024. Processo de referência: 202300010061685.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0001-70),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,3,0,0,termo_aditivo,,7634070.56,,2025-06-24,2023-06-24,24,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Novembro-2025-1.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Novembro-2025-1,,,Tesouro Estadual,HDT,0,0,17,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão - Mês/Ano: Janeiro a Novembro/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad - HDT, gerido pelo Instituto Sócrates Guanaes - ISG","Relatório de Execução nº 651/2025 SES/CGC/SUPECC-19837. Vigência do 17º Termo Aditivo: 24/06/2025 a 24/06/2028 (36 meses). Previsão de repasse mensal 17º TA Custeio: R$ 8.717.100,95; Residência (gratificação e despesa de custeio diverso): R$ 66.393,50. Valor total empenhado no período jan-nov/2025: R$ 111.869.968,41 (custeio); total liquidado: R$ 95.262.897,42; total pago: R$ 94.416.031,32. Investimentos repassados: aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias (R$ 164.430,00) e 02 aparelhos de laserterapia e 05 venoscópios (R$ 15.499,50). Apostilamentos de 8º a 17º em 2025. Servidores cedidos e bolsas de residência pagos diretamente pelo GGP da SES/GO. Total de glosas no período: R$ 545.212,69.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0001-70),Secretaria de Estado da Saúde - SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde - SES/GO,3,0,0,outro,,8717100.95,,2028-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Novembro-2025.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Novembro-2025,,,Tesouro Estadual,HDT,0,0,17,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão - Mês/Ano: Janeiro a Novembro/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pelo Instituto Sócrates Guanaes (ISG).","Relatório de Execução nº 651/2025 SES/CGC/SUPECC-19837. Vigência do 17º Termo Aditivo: 24/06/2025 a 24/06/2028 (36 meses). Valor Mensal Estimado 17ºTA Custeio: R$ 8.717.100,95 + Residência (Gratificação e Despesa de custeio diverso) R$ 66.393,50. Total de pagamentos no período jan-nov/2025: R$ 94.416.031,32. Investimentos repassados: aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias (R$ 164.430,00) e 02 aparelhos de laserterapia e 05 venoscópios (R$ 15.499,50). Servidores cedidos pagos diretamente pelo GGP da SES/GO. Documento assinado por Ludmilla Costa Xavier (Gestora de Contrato) em 23/12/2025 e por Wagner Assis Rodrigues e Thalles Paulino de Avila (Superintendentes) em 20/01/2026. Processo SEI nº 202500010099521.",ISG,Instituto Sócrates Guanaes - ISG,Secretaria de Estado da Saúde de Goiás - SES/GO,Secretaria de Estado da Saúde de Goiás - SES/GO,3,0,0,outro,,8717100.95,,2028-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-2.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-2,,,Tesouro Estadual,HDT,0,0,17,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão referente ao período de Janeiro a Outubro/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pelo Instituto Sócrates Guanaes (ISG).","Relatório de Execução nº 613/2025 SES/CGC/SUPECC-19837. Período: Janeiro a Outubro/2025. Vigência do 17º Termo Aditivo: 24/06/2025 a 24/06/2028 (36 meses). Repasse mensal 17º TA Custeio: R$ 8.717.100,95 + Residência (Gratificação e Despesa de custeio diverso): R$ 66.393,50. Total de pagamentos no período (custeio): R$ 85.840.639,14. Total estimado no contrato de gestão: R$ 101.217.307,76. Apostilamentos vigentes: 8º ao 17º (01/2025 a 10/2025). Servidores cedidos pagos diretamente pelo GGP/SES/GO. Investimento repassado: R$ 164.430,00 (aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias, processo 202400010075997, pago em 11/03/2025). Total glosas aplicadas: R$ 190.614,72.",ISG,"Instituto Sócrates Guanaes – ISG, CNPJ: 03.969.808/0001-70","Secretaria de Estado da Saúde – SES/GO, CNPJ: 02.529.964/0001-57",Secretaria de Estado da Saúde – SES/GO,2,0,2,outro,,8717100.95,,2028-06-24,2012-06-28,36,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Outubro-2025-Excel,,,Tesouro Estadual,HDT,0,9,17,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão - Janeiro a Outubro/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), gerido pelo Instituto Sócrates Guanaes (ISG)","17º Termo Aditivo (SEI nº 76123695) com vigência de 24/06/2025 a 24/06/2027. Previsão de repasse mensal (17º TA): Custeio R$ 8.717.100,95 + Residência (Gratificação e Despesa de custeio diverso) R$ 66.393,50. Investimentos: não constam nesta referência. Apostilamentos: 8º (SEI nº 71381182) Ref. 01/2025; 9º Ref. 02/2025 (SEI nº 72189225); 10º também mencionado. DEA paga em jan/2025: Piso Nacional de Enfermagem ref. dez/2024 R$ 180.223,62; Fundo Rescisório Custeio ref. dez/2024 R$ 78.499,19; Residência ref. dez/2024 R$ 10.460,80. Investimento repassado: aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias (Processo 202400010075997) R$ 164.430,00.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0003-31; Matriz: 03.969.808/0001-70),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,2,3,2,outro,,8783494.45,101217307.76,2027-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Setembro-2025-Excel.xlsx,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Setembro-2025-Excel,,,Tesouro Estadual,HDT,0,0,17,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT), referente ao período de janeiro a setembro de 2025, sob gestão do Instituto Sócrates Guanaes (ISG).","17º Termo Aditivo (SEI nº 76123695) vigência: 24/06/2025 a 24/06/2027. 8º Apostilamento (SEI nº 71381182) Ref. 01/2025. 9º Apostilamento Ref. 02/2025 (SEI nº 72189225). Valor mensal estimado 17º TA Custeio: R$ 8.717.100,95. Residência (Gratificação e Despesa de custeio diverso): R$ 66.393,50. Valor Estimado no Contrato de Gestão = Custeio (R$ 7.634.070,56) + Residência (R$ 104.260,48) + Servidor Cedido (R$ 1.477.312,45) + Apostilamentos. Total empenhado no período (custeio): R$ 103.287.095,80. Total liquidado (custeio): R$ 84.523.923,65. Total pago (custeio): R$ 75.895.360,94. Total de pagamentos no mês acumulado: R$ 76.534.606,97. Investimentos repassados: aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias (Processo 202400010075997, valor R$ 164.430,00). Glosa agosto/2025: R$ 475.088,61; glosa setembro/2025: R$ 102.076,48.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0003-31),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,1,0,3,outro,,8717100.95,76534606.97,2025-06-24,2012-06-28,,True
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Setembro-2025.pdf,Relatorio-Resumido-da-Execucao-Orcamentaria-e-Financeira-por-Contrato-de-Gestao-Setembro-2025,,,Tesouro Estadual,HDT,0,0,17,091/2012-SES/GO,Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão - Mês/Ano: Janeiro a Setembro/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad - HDT,"Relatório de Execução nº 561/2025 SES/CGC/SUPECC-19837. Vigência do 17º Termo Aditivo: 24/06/2025 a 24/06/2028 (36 meses). Valor mensal estimado 17º TA: Custeio R$8.717.100,95 + Residência (Gratificação e Despesa de custeio diverso) R$66.393,50. Total de pagamentos no período jan-set/2025: R$76.534.606,97. Investimento repassado: R$164.430,00 (aquisição de 245 cadeiras de trabalho e 16 cadeiras giratórias - ISG-HDT). Total de glosas: R$577.165,09. Servidores cedidos pagos diretamente pelo GGP da SES/GO (não compõem repasses à OSS). Documento assinado por Ludmilla Costa Xavier (Gestor de Contrato) em 05/11/2025 e Wagner Assis Rodrigues e Thalles Paulino de Avila (Superintendentes) em 01/12/2025.",ISG,INSTITUTO SÓCRATES GUANAES - ISG - CNPJ: 03.969.808/0001-70,SECRETARIA DE ESTADO DA SAÚDE – SES/GO - CNPJ: 02.529.964/0001-57,Secretaria de Estado da Saúde - SES/GO,2,0,2,outro,,8717100.95,,2028-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\SEI-GOVERNADORIA-72444706-Relatorio-de-Execucao-1.pdf,SEI-GOVERNADORIA-72444706-Relatorio-de-Execucao-1,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão - Mês/Ano: Janeiro e Fevereiro/2025 - Hospital Estadual de Doenças Tropicais Dr. Anuar Auad (HDT),"Relatório de Execução nº 101/2025 SES/CGC/SUPECC-19837. Contrato de Gestão nº 091/2012-SES/GO com 16º Termo Aditivo (vigência 24/06/2023 a 24/06/2025) e 8º Apostilamento (ref. 01/2025) e 9º Apostilamento (ref. 02/2025). Valor mensal estimado custeio: R$ 7.634.070,56 + Residência R$ 64.842,00. Apostilamento jan/25: R$ 183.200,13; fev/25: R$ 184.165,13. Servidores cedidos pagos diretamente pelo GGP da SES/GO. Total de pagamentos no período: R$ 22.656.939,60. Repasse Restos a Pagar dez/2024: R$ 202.344,18. DEA: Piso Nacional de Enfermagem ref. dez/24 R$ 180.223,62; Custeio dez/24 R$ 78.499,19; Residência dez/24 R$ 10.460,80. Sem investimentos repassados no período.",ISG,INSTITUTO SÓCRATES GUANAES - ISG,SECRETARIA DE ESTADO DA SAÚDE – SES/GO,Secretaria de Estado da Saúde de Goiás,2,0,2,outro,,7634070.56,,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\ISG\HDT\2025\05_Contrato_Gestao_Aditivos\SEI-GOVERNADORIA-72444706-Relatorio-de-Execucao.xlsx,SEI-GOVERNADORIA-72444706-Relatorio-de-Execucao,,,Tesouro Estadual,HDT,0,0,16,091/2012-SES/GO,"Relatório Resumido da Execução Orçamentária e Financeira por Contrato de Gestão referente ao Hospital Estadual de Doenças Tropicais Dr. Anuar Auad – HDT, período janeiro a fevereiro/2025","Contrato de Gestão nº 091/2012-SES/GO (SEI nº 000026779439); 16º Termo Aditivo (SEI nº 64687320) com vigência 24/06/2023 a 24/06/2025; 8º Apostilamento (SEI nº 71381182) Ref. 01/2025; 9º Apostilamento Ref. 02/2025 (SEI nº 72189225). Previsão repasse mensal custeio: R$ 7.634.070,56; Residência (Gratificação e Despesa): R$ 64.842,00. Total empenhado jan-fev/2025: R$ 45.065.520,16. Total liquidado: R$ 22.185.411,81. Total pago: R$ 22.656.939,60. Repasse Restos a Pagar referência dez/2024: R$ 202.344,18. DEA: 7º Apostilamento Piso Nacional de Enfermagem dez/24 R$ 180.223,62; Custeio dez/24 Fundo Rescisório R$ 78.499,19; Residência dez/24 R$ 10.460,80. Servidor Cedido jan/25: R$ 1.442.642,79; fev/25: R$ 1.367.087,15. Bolsa Residentes jan/25 e fev/25: R$ 52.229,51 cada.",ISG,Instituto Sócrates Guanaes - ISG (CNPJ: 03.969.808/0003-31),Secretaria de Estado da Saúde – SES/GO (CNPJ: 02.529.964/0001-57),Secretaria de Estado da Saúde – SES/GO,2,0,0,outro,,7698912.56,,2025-06-24,2012-06-28,,False
2025,C:\OSS-Goias\documentos\IMED\PFRE\2025\05_Contrato_Gestao_Aditivos\SEI_GOVERNADORIA-70842015-Aditivo.pdf,SEI_GOVERNADORIA-70842015-Aditivo,2025-02-25,,Tesouro Estadual e SUS (Transferências Fundo a Fundo de Recursos do SUS),Policlínica Estadual da Região do Entorno - Unidade Formosa,6,15,1,88/2024-SES/GO,"Prorrogação da vigência do Termo de Colaboração nº 88/2024-SES/GO por mais 180 dias (início em 05/01/2025 e término em 03/07/2025 ou até a conclusão do chamamento público), alterações das especificações técnicas e adequação do valor de custeio, para o gerenciamento, operacionalização e execução das ações e serviços de saúde na Policlínica Estadual da Região do Entorno - Unidade Formosa.","Primeiro Termo Aditivo ao Termo de Colaboração nº 88/2024-SES/GO (SEI nº 62338875). Prorrogação por 180 dias ou até a conclusão do chamamento público (processo SEI nº 202400010038080). Fundamento legal: Lei estadual nº 21.740/2022 e Lei Federal nº 13.019/2014. Notas de empenho: 00001 (R$ 713.749,50), 00002 (R$ 3.687.705,75) e 00074 (R$ 8.005.494,58), totalizando R$ 12.406.949,83 empenhados. Fonte de recursos: Recurso Não Vinculados de Impostos (15000100) e Transferências Fundo a Fundo do SUS (16000232). A unidade possui 09 poltronas de hemodiálise (8 cadeiras conforme Quadro 18). Documento assinado em 24/02/2025 pelo IMED e em 25/02/2025 pelo Secretário de Estado da Saúde.",IMED,"IMED - Instituto de Medicina, Estudos e Desenvolvimento","Estado de Goiás, por intermédio da Secretaria de Estado da Saúde - SES/GO",Secretaria de Estado da Saúde de Goiás - SES/GO,6,16,67,termo_aditivo,,2401345.13,14408070.78,2025-07-03,2025-01-05,6,False
